State,Year,Group_Name,Sub_Group_Name,Cases_Acquitted,Cases_Chargesheeted,Cases_Convicted,Pending_Investigation_End,Pending_Trial_End,Cases_Reported,Cases_Sent_for_Trial,Trials_Completed,Total_Cases_for_Trial
Nagaland,2010,Rape,01. Rape,5,13,14,4,30,16,13,19,49
Odisha,2010,Rape,01. Rape,534,1126,132,746,4139,1025,1126,666,4805
Puducherry,2010,Rape,01. Rape,0,2,1,3,33,3,2,1,34
Punjab,2010,Rape,01. Rape,324,438,166,208,457,546,438,490,947
Rajasthan,2010,Rape,01. Rape,454,972,202,178,2830,1571,972,656,3502
Sikkim,2010,Rape,01. Rape,1,31,2,3,86,18,31,3,89
Tamil Nadu,2010,Rape,01. Rape,327,487,105,565,1497,686,487,432,1930
Tripura,2010,Rape,01. Rape,84,185,28,117,651,238,185,112,764
Uttar Pradesh,2010,Rape,01. Rape,687,1171,705,110,4145,1563,1171,1392,5537
Uttarakhand,2010,Rape,01. Rape,53,104,58,5,232,121,104,111,343
West Bengal,2010,Rape,01. Rape,565,1866,90,2444,11714,2311,1866,655,12384
Andaman & Nicobar Islands,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,2,3,0,0,16,2,3,2,18
Andhra Pradesh,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,233,454,30,322,1128,765,454,263,1419
Arunachal Pradesh,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,5,34,4,19,233,55,34,9,242
Assam,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,307,437,64,2036,1662,1070,437,371,2062
Bihar,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,221,398,76,584,2920,518,398,297,3220
Chandigarh,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,11,19,1,12,58,50,19,12,70
Chhattisgarh,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,51,160,17,34,917,171,160,68,987
Dadra & Nagar Haveli,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,2,0,3,7,2,2,0,7
Daman & Diu,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,2,0,0,1,2,3,0,2,4
Delhi,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,757,324,433,901,175,964,324,1190,1365
Goa,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,17,1,5,5,20,6,1,22,42
Gujarat,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,251,628,25,123,4410,857,628,276,4704
Haryana,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,138,172,36,67,707,297,172,174,881
Himachal Pradesh,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,30,35,3,32,168,105,35,33,201
Jammu & Kashmir,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,223,364,0,247,2121,504,364,223,2362
Jharkhand,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,82,205,33,70,1019,279,205,115,1134
Karnataka,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,158,167,8,84,690,271,167,166,860
Kerala,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,50,61,3,52,365,97,61,53,420
Lakshadweep,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,119,471,74,135,2767,668,471,193,3075
Maharashtra,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,376,496,32,153,4912,611,496,408,5358
Manipur,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,2,1,0,54,29,62,1,2,31
Meghalaya,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,3,6,0,15,78,11,6,3,81
Mizoram,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,1,3,0,1,1,1,3,4
Nagaland,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,2,1,17,31,6,2,1,32
Odisha,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,260,349,41,229,1323,434,349,301,1624
Puducherry,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,1,1,1,9,3,1,1,10
Punjab,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,78,133,19,242,459,324,133,97,558
Rajasthan,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,510,630,187,87,4232,2165,630,697,4956
Sikkim,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,0,2,0,2,0,0,0
Tamil Nadu,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,190,340,60,352,979,607,340,250,1252
Tripura,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,12,13,2,32,23,35,13,14,37
Uttar Pradesh,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,710,1863,789,559,6707,2879,1863,1499,8269
Uttarakhand,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,44,82,38,18,284,126,82,82,371
West Bengal,2001,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,209,889,18,1473,4296,695,889,227,4535
Andaman & Nicobar Islands,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,2,1,0,0,15,1,1,2,17
Andhra Pradesh,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,375,438,28,335,1141,854,438,403,1566
Arunachal Pradesh,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,23,0,9,256,38,23,0,256
Assam,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,236,557,65,2316,1887,1276,557,301,2219
Bihar,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,242,447,81,630,3044,744,447,323,3367
Chandigarh,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,12,24,4,9,66,47,24,16,82
Chhattisgarh,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,137,138,39,27,821,154,138,176,1048
Dadra & Nagar Haveli,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,1,5,0,1,11,5,5,1,12
Daman & Diu,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,2,0,0,1,0,2,0,2,2
Delhi,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,51,302,25,985,401,893,302,76,477
Goa,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,5,3,0,4,18,5,3,5,23
Gujarat,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,246,554,38,126,4670,807,554,284,4964
Haryana,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,185,204,53,39,672,290,204,238,911
Himachal Pradesh,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,26,56,9,29,189,116,56,35,224
Jammu & Kashmir,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,257,388,3,313,2235,596,388,260,2509
Jharkhand,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,115,108,26,81,778,178,108,141,922
Karnataka,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,117,156,5,105,721,300,156,122,846
Kerala,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,60,57,6,48,353,91,57,66,422
Lakshadweep,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,353,532,96,133,2832,639,532,449,3299
Maharashtra,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,533,471,29,162,4794,650,471,562,5383
Manipur,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,1,1,73,29,82,1,1,30
Meghalaya,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,3,8,0,17,82,10,8,3,86
Mizoram,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,1,1,1,2,2,1,1,3
Nagaland,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,2,0,18,33,4,2,0,33
Odisha,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,276,306,39,237,1314,432,306,315,1629
Puducherry,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,4,3,1,2,7,6,3,5,12
Punjab,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,74,149,36,285,494,354,149,110,608
Rajasthan,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,607,545,190,142,3941,2019,545,797,4777
Sikkim,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,2,2,0,1,0,2,2,2,2
Tamil Nadu,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,363,357,66,283,887,714,357,429,1336
Tripura,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,10,29,1,41,41,48,29,11,52
Uttar Pradesh,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,868,1764,825,224,6744,2298,1764,1693,8471
Uttarakhand,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,31,94,52,26,295,155,94,83,378
West Bengal,2002,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,370,1073,71,891,4918,694,1073,441,5369
Andaman & Nicobar Islands,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,0,2,15,2,0,0,15
Andhra Pradesh,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,243,543,31,366,1400,931,543,274,1684
Arunachal Pradesh,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,23,1,18,278,51,23,1,279
Assam,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,321,689,102,2236,2090,1351,689,423,2576
Bihar,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,255,420,77,684,3120,674,420,332,3457
Chandigarh,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,9,10,2,8,65,28,10,11,76
Chhattisgarh,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,62,105,25,44,727,149,105,87,925
Dadra & Nagar Haveli,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,4,2,1,3,8,4,2,5,13
Daman & Diu,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,0,0,1,1,0,0,1
Delhi,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,118,201,14,1000,470,797,201,132,602
Goa,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,2,7,0,6,23,13,7,2,25
Gujarat,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,388,535,31,112,4777,859,535,419,5205
Haryana,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,189,159,50,50,591,271,159,239,831
Himachal Pradesh,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,48,38,7,31,171,96,38,55,227
Jammu & Kashmir,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,151,480,2,296,2557,615,480,153,2715
Jharkhand,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,130,163,36,114,767,262,163,166,941
Karnataka,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,148,152,1,80,720,244,152,149,873
Kerala,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,29,55,4,76,372,102,55,33,408
Lakshadweep,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,635,484,158,121,2671,608,484,793,3476
Maharashtra,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,377,445,28,194,4813,626,445,405,5239
Manipur,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,1,2,1,95,29,71,2,2,31
Meghalaya,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,3,1,0,23,80,10,1,3,83
Mizoram,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,1,2,1,1,2,1,2,3
Nagaland,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,2,20,31,3,0,2,33
Odisha,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,256,349,52,146,1355,373,349,308,1663
Puducherry,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,2,3,0,10,8,13,3,2,10
Punjab,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,73,164,25,154,554,295,164,98,658
Rajasthan,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,556,495,188,157,3659,1750,495,744,4436
Sikkim,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,1,1,0,0,0,1,1,1
Tamil Nadu,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,262,296,37,312,755,632,296,299,1057
Tripura,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,14,46,10,1,63,29,46,24,87
Uttar Pradesh,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,594,1025,631,314,6507,1499,1025,1225,7769
Uttarakhand,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,21,79,20,28,331,134,79,41,374
West Bengal,2003,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,293,594,66,948,5137,801,594,359,5512
Andaman & Nicobar Islands,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,1,3,1,1,16,3,3,2,18
Andhra Pradesh,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,421,508,50,513,1407,1030,508,471,1908
Arunachal Pradesh,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,25,2,23,300,41,25,2,303
Assam,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,337,734,95,2305,2298,1552,734,432,2824
Bihar,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,380,444,71,1001,3112,997,444,451,3564
Chandigarh,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,19,31,1,6,76,43,31,20,96
Chhattisgarh,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,172,153,77,38,528,174,153,249,880
Dadra & Nagar Haveli,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,4,4,0,6,8,7,4,4,12
Daman & Diu,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,0,0,0,0,0,0,0
Delhi,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,114,274,13,1069,617,881,274,127,744
Goa,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,4,4,1,7,22,10,4,5,27
Gujarat,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,413,611,46,137,4915,905,611,459,5388
Haryana,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,169,178,38,60,561,292,178,207,769
Himachal Pradesh,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,39,32,4,50,160,99,32,43,203
Jammu & Kashmir,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,214,452,5,313,2781,632,452,219,3009
Jharkhand,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,130,163,36,63,756,178,163,166,930
Karnataka,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,137,171,9,80,742,286,171,146,891
Kerala,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,48,95,3,74,414,142,95,51,467
Lakshadweep,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,431,498,127,116,2587,584,498,558,3169
Maharashtra,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,413,579,31,239,4934,787,579,444,5392
Manipur,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,2,1,0,124,28,71,1,2,30
Meghalaya,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,2,9,0,29,87,18,9,2,89
Mizoram,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,0,1,1,0,0,0,1
Nagaland,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,11,10,10,32,4,11,10,42
Odisha,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,279,303,36,165,1343,423,303,315,1658
Puducherry,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,5,5,1,10,7,8,5,6,13
Punjab,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,91,170,73,148,553,311,170,164,724
Rajasthan,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,467,598,183,158,3583,1881,598,650,4257
Sikkim,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,3,0,1,3,4,3,0,3
Tamil Nadu,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,232,370,40,299,844,692,370,272,1125
Tripura,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,30,15,14,28,34,54,15,44,78
Uttar Pradesh,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,691,1526,768,427,6541,2324,1526,1459,8033
Uttarakhand,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,14,62,21,32,356,127,62,35,393
West Bengal,2004,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,331,633,28,1090,5400,1018,633,359,5770
Andaman & Nicobar Islands,2005,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,0,2,16,1,0,0,16
Andhra Pradesh,2005,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,362,655,55,461,1631,995,655,417,2062
Arunachal Pradesh,2005,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,6,29,6,20,310,39,29,12,329
Assam,2005,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,351,726,113,2466,2422,1456,726,464,3024
Bihar,2005,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,370,512,71,1220,3180,929,512,441,3624
Chandigarh,2005,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,13,12,0,15,75,45,12,13,88
Chhattisgarh,2005,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,51,157,23,42,611,184,157,74,685
Dadra & Nagar Haveli,2005,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,5,3,0,8,6,9,3,5,11
Daman & Diu,2005,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,1,0,1,1,2,1,0,1
Delhi,2005,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,51,279,15,1378,830,1106,279,66,896
Goa,2005,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,3,6,0,11,25,12,6,3,28
Gujarat,2005,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,316,604,51,185,5134,916,604,367,5519
Haryana,2005,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,94,164,49,107,582,344,164,143,725
Himachal Pradesh,2005,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,52,49,2,41,155,102,49,54,209
Jammu & Kashmir,2005,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,212,455,7,382,3017,658,455,219,3236
Jharkhand,2005,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,81,160,13,125,813,283,160,94,916
Karnataka,2005,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,208,151,11,132,674,312,151,219,893
Kerala,2005,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,48,94,4,81,456,129,94,52,508
Lakshadweep,2005,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2005,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,566,486,177,124,2217,604,486,743,3073
Maharashtra,2005,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,381,571,34,342,5080,851,571,415,5505
Manipur,2005,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,3,2,0,142,27,69,2,3,30
Meghalaya,2005,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,3,3,0,41,87,19,3,3,90
Mizoram,2005,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,1,0,0,1,0,1,0,2
Nagaland,2005,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,20,10,18,2,4,9,10,38,42
Odisha,2005,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,198,324,23,277,1446,547,324,221,1667
Puducherry,2005,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,1,6,1,6,11,3,6,2,13
Punjab,2005,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,70,163,17,178,628,329,163,87,716
Rajasthan,2005,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,368,494,155,109,3519,1549,494,523,4077
Sikkim,2005,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,2,0,1,5,2,2,0,5
Tamil Nadu,2005,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,297,347,73,310,813,783,347,370,1189
Tripura,2005,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,35,37,8,11,28,43,37,43,71
Uttar Pradesh,2005,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,643,1538,721,503,6646,2256,1538,1364,8079
Uttarakhand,2005,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,38,65,39,39,343,125,65,77,421
West Bengal,2005,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,320,799,66,1130,5800,1039,799,386,6199
Andaman & Nicobar Islands,2006,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,0,7,0,0,23,5,7,0,23
Andhra Pradesh,2006,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,436,709,71,648,1786,1329,709,507,2340
Arunachal Pradesh,2006,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,5,37,3,24,336,51,37,8,347
Assam,2006,Kidnapping & Abduction - Women & Girls,02. Kidnapping & Abduction of Women & Girls,527,798,102,2560,2499,1544,798,629,3220
